gene,pearson_r,n_spots
RMI1,0.10980827387042537,387
GALNT12,0.10971976069106477,387
OXR1,0.10968386702246473,387
SIGLEC14,0.10956975327522789,387
TFRC,0.109543210168532,387
CTHRC1,0.10941456675737314,387
AKR7A3,0.10937060608540895,387
IPMK,0.10935791012727453,387
PRRX2,0.10919802665193634,387
FAM171A1,0.10918093312290378,387
CLEC2B,0.10917833157651095,387
CSKMT,0.10917527223776285,387
ZNF641,0.109057396759735,387
LRRN2,0.10903685726865617,387
PGM1,0.10902383962281614,387
HMGN4,0.10885463924059102,387
SLC2A3,0.10867948985121978,387
PAM16,0.10861527717407908,387
ZNF304,0.10852725028789899,387
TMEM14B,0.10838638557370966,387
NDE1,0.1082518516763061,387
LRRC8D,0.10824535786753937,387
SLCO3A1,0.10820516954387976,387
UFL1,0.10815444070206641,387
ARHGEF39,0.10774572741087637,387
EPHA3,0.10747497209147072,387
MYB,0.10731884608045814,387
MNDA,0.10706807912718377,387
SIRT2,0.10700440654180074,387
TGFBRAP1,0.10690681017628201,387
SMIM30,0.10683566380176018,387
LYPD3,0.1066469487837859,387
VWA2,0.10642888811531763,387
KIFC2,0.10632059306315242,387
WWTR1,0.10631900923314816,387
PRCP,0.10625324287710873,387
MEA1,0.1057957844446878,387
TCEAL1,0.10577564757916236,387
HOXA4,0.10563126151073102,387
IL1B,0.10556676074024107,387
RAB2B,0.10553311234467554,387
SHE,0.1053513514076283,387
SLIT2,0.10531960312864495,387
CHRNA3,0.10524168875815886,387
ALDOA,0.10488260868641375,387
DDR2,0.10474911569212536,387
FLT1,0.10441978540481274,387
AMOTL1,0.10428690255405396,387
TMEM70,0.1042219557791136,387
POGK,0.1041900774495173,387
CD68,0.10414377963581307,387
PRSS16,0.10366687767981053,387
SLC25A30,0.1036502957120359,387
NGEF,0.10359525851739061,387
ARHGAP44,0.10344953825966326,387
RELT,0.10292356538403422,387
ZNF251,0.10283603020266764,387
LSM8,0.10283454218690787,387
AOX1,0.10275756352159662,387
TPRG1L,0.1027553390415291,387
MAP3K1,0.10259305425841604,387
INHBA,0.1025709049325611,387
REPS2,0.10255963676733808,387
KATNB1,0.10252498965518873,387
CNNM4,0.102368747774469,387
MTHFD1L,0.10231961500499612,387
TMEM14A,0.1023035939578926,387
ZNF330,0.10230353911717761,387
CARD10,0.1022367617991297,387
PIGU,0.10197229820978364,387
OPN3,0.1018110744503034,387
PPP1R26,0.10164699919286291,387
NECAB3,0.10142220341211255,387
NEIL2,0.10141147835923814,387
SIRPA,0.10118130626828395,387
ETV4,0.10115343959455213,387
B3GNT3,0.10108040863005785,387
HMGN3,0.10101078748089008,387
LZTS1,0.10066910148580936,387
NT5DC1,0.10059844327733262,387
NEIL1,0.10056917195646112,387
RAP1GAP,0.10056902215919747,387
TMC7,0.10056422887129884,387
SLC25A20,0.10048121613558321,387
ZC4H2,0.10035772694902464,387
MT-ND4L,0.10031870408678518,387
ZDHHC14,0.10022478808592343,387
ABCF3,0.10012019245150744,387
PANK3,0.10004778472427274,387
ADAMTS15,0.09995855177216924,387
OSGIN2,0.09981956647191038,387
IL11,0.09949458631448492,387
ZC3HC1,0.09940450790946317,387
SLFN5,0.09930963144449782,387
TRIM4,0.09913167392726006,387
IFNGR1,0.09912720278039461,387
USP27X,0.09909600783235148,387
PF4V1,0.09877693115696258,387
SUPT20H,0.09856486923761762,387
SOX6,0.09843894355723021,387
TNFRSF4,0.09788867242393216,387
ADGRG6,0.09769635917759187,387
ATG4C,0.09749058216575142,387
HPN,0.09746320280311825,387
HMGXB4,0.0973523353785165,387
APIP,0.097054224676784,387
TMEM64,0.0970170593811607,387
DOP1B,0.09679025930881237,387
PLPP3,0.09661779058174964,387
CREB3L1,0.09660379210863636,387
CD99,0.09653006975601275,387
OXLD1,0.09637044070744862,387
EIF4ENIF1,0.0963465905286911,387
NR2C2AP,0.09631793611424605,387
COX7A2,0.09631236084046368,387
LRP1,0.09631029864325635,387
DLAT,0.09628800746424707,387
SLC50A1,0.09588158936772431,387
SEMA3C,0.09587091942262567,387
GEMIN6,0.09582041035778867,387
RAPGEFL1,0.09560879693545264,387
ITPKC,0.09559103346176652,387
WDR3,0.09527499354039885,387
MTSS1,0.09511173806892452,387
GTF3C6,0.09480200741856902,387
GLUD1,0.09474471494889192,387
FXYD3,0.09471340533086389,387
POLM,0.09470726286415368,387
SLC22A3,0.09446439036205583,387
KLK1,0.09437360329765807,387
GPRC5A,0.09432914614221066,387
ECE1,0.0942565797613991,387
PARP8,0.09421934707908029,387
SAMSN1,0.09420156105445589,387
SLC35C1,0.09418387684601369,387
C12orf4,0.09414259957407228,387
C16orf87,0.0940762622994293,387
NLGN2,0.09397265721707986,387
GINS2,0.09396130852456024,387
THBS4,0.09394476689958195,387
AGGF1,0.09390590452339045,387
TMEM144,0.0938748059996273,387
NOD2,0.09372445069673635,387
RAB17,0.09336358454539029,387
CEP55,0.0931136834111366,387
CREB1,0.09296184192978578,387
P2RY14,0.09292193959164423,387
FBXW4,0.09289491446241235,387
GAPVD1,0.09288928569438665,387
VILL,0.09287699773000331,387
WDFY1,0.09248786293952359,387
NAT2,0.09165805424984029,387
NR2F1,0.09158147370637879,387
TNFAIP8L1,0.09134241275762688,387
PPP1R15A,0.09108849419038104,387
PPP4R3A,0.0910068120383148,387
CPEB2,0.09094758731043272,387
ISYNA1,0.0908559425887446,387
UBD,0.09076298416310591,387
BAIAP2,0.09073366065326083,387
KCTD20,0.09064313960170098,387
THG1L,0.0905848130464922,387
HS6ST1,0.09041790174182558,387
ARL3,0.09041184788104056,387
CCDC86,0.09033063935042772,387
GLCCI1,0.09011204189837244,387
FBXO46,0.09000966201665027,387
PHKG1,0.08974774044722218,387
DBI,0.08971803530726742,387
PTPRJ,0.08969337384401345,387
ADAT1,0.08954740172820941,387
SLC4A1AP,0.08950035134325555,387
FCHO1,0.08940946345230699,387
ESS2,0.08938758116839336,387
ANKRD22,0.08928786954404445,387
ERLIN2,0.08921085510053774,387
MYO1A,0.08907253553414007,387
CEACAM7,0.08879155153439122,387
ZNF84,0.08875814769080828,387
STON2,0.08866290024701953,387
SLC25A46,0.08865003239124396,387
LGALS9B,0.0884776547707137,387
SYMPK,0.08814797075433195,387
BOD1,0.08813862830945161,387
GJA1,0.087894095721028,387
HVCN1,0.08757664340162266,387
ZNF138,0.08753563139858817,387
PKDCC,0.08751009190081349,387
CUTC,0.08744590534941608,387
MRNIP,0.0874329224562063,387
TMEM238L,0.0874002270255498,387
SETDB1,0.08734567343364576,387
SDK2,0.0871696350882738,387
IK,0.08714061853089157,387
TPGS2,0.08695983414037627,387
NUP43,0.08693195519968322,387
SP1,0.0868034881789733,387
PFDN4,0.08676232605872408,387
GNA12,0.08672116213068408,387
KLK3,0.08668333511107042,387
MUC5AC,0.08666319127117594,387
CDS1,0.08637532117369105,387
ADAMTS4,0.08600874986507259,387
ABHD18,0.08582906999688567,387
PDGFRA,0.08574111993385913,387
DCHS1,0.08538602429019944,387
ENTPD8,0.0853547443058633,387
RHBDL2,0.08502681022984218,387
EIF2AK4,0.08496490012419061,387
EPHX4,0.08490088250205056,387
MFSD3,0.08488728672998222,387
RREB1,0.0844682715716084,387
RASGRF2,0.08436708837036172,387
LRATD2,0.08420717910406414,387
PAMR1,0.08383591288304836,387
APH1B,0.08372727328936784,387
TYROBP,0.08356438927445692,387
NCS1,0.08351396377438926,387
FBXL12,0.08346857418661585,387
LRRC19,0.08340350343082459,387
MROH6,0.08333053538455239,387
FAM174B,0.08305645407310092,387
CLCN3,0.08272113243047148,387
CDC45,0.08268254132748244,387
CLIC4,0.0825767404127177,387
GPR68,0.0824386944818271,387
RHBDL3,0.0823523903707632,387
TANGO6,0.08230430511695852,387
TCAIM,0.08222280400722358,387
HRCT1,0.08221185411611305,387
DDX19A,0.08218768221147331,387
PI15,0.0821827083825425,387
MYBBP1A,0.08216158943755814,387
RHBDF2,0.08211844724054349,387
PRRG4,0.08209233920167491,387
LHFPL2,0.08201031943369366,387
C1orf116,0.0819939350930129,387
ID1,0.08196416777573935,387
SMIM24,0.08184698102389366,387
UBE4B,0.08182017661624455,387
E2F8,0.08166023304271469,387
GLRX,0.08159250054981107,387
XDH,0.08158067863370025,387
DUSP11,0.08135201260308116,387
DUSP2,0.08124338018639121,387
NDRG2,0.08117308908670327,387
MFAP4,0.08107493238208204,387
LIPH,0.08106428603925515,387
REG1A,0.08091384549225226,387
PLCL1,0.08090695763053979,387
SLC5A1,0.08076955102609507,387
CAAP1,0.08074293610588283,387
KLF7,0.08070168208041409,387
CTSC,0.08063961559009457,387
REXO5,0.0803995669563779,387
FASN,0.08033142750760192,387
DDB2,0.08027712958280367,387
EREG,0.08020792246477476,387
AMY2B,0.0800354468877121,387
MICALL2,0.07977577402328252,387
COMMD1,0.07972719917525921,387
ANKRD40,0.07970061786709631,387
CPT1B,0.07962041139556451,387
RRAS2,0.07955673161203938,387
TRIM16,0.07939956233683226,387
BNIP3,0.07924499502764551,387
MFSD6,0.07924004220080218,387
SMIM14,0.0791612462117082,387
CRAMP1,0.07905570875870922,387
YPEL2,0.07899988211288787,387
SMYD2,0.07894855929255895,387
KLHL7,0.07892646968902255,387
TRABD2A,0.07889243361818092,387
MTO1,0.0788622381240697,387
KLF2,0.07864438743962532,387
CHN1,0.07845839926655092,387
EDNRA,0.07832632502508087,387
KCNJ15,0.0782979827626269,387
FXYD1,0.0781644222620096,387
ERC1,0.07789827318120417,387
PHACTR1,0.07787823577816379,387
XK,0.07785095624216862,387
RGL1,0.07774472017405792,387
C11orf24,0.07771940483019686,387
PDGFRL,0.07769266199296698,387
PCDH12,0.0776702309323181,387
PLSCR3,0.07760387558475423,387
TACC1,0.07758120261962251,387
TMEM200B,0.0774320678482031,387
PIGBOS1,0.07733643438917295,387
CDCA5,0.07726715665170415,387
TMEM256,0.07722640672649636,387
SKA2,0.07716760714532364,387
RNF20,0.07708044308436796,387
FAM200A,0.07706825890610698,387
APOC1,0.07693209963832473,387
F3,0.07691178627164769,387
CAPN5,0.07681717372007997,387
SYTL2,0.07676951333138038,387
ZNF32,0.07675439920292193,387
TMEM63A,0.07674666833323361,387
OAS1,0.07674450633915522,387
ST3GAL4,0.07670430728439954,387
MAP3K8,0.07654211423740724,387
PF4,0.07650975472298073,387
RAB3D,0.07639388939461304,387
C3orf70,0.07635463102342745,387
HACL1,0.07630945170144628,387
SLC52A2,0.07625180010987123,387
NOXA1,0.07599122477591247,387
LAMA5,0.07560490064009015,387
TRMT1L,0.0755118474252378,387
PANX1,0.0755095295460912,387
MFSD8,0.07543705872198896,387
JUNB,0.075399380203092,387
IL21R,0.07524647153915517,387
MYORG,0.0751810281471647,387
P4HA1,0.07515489118668046,387
GTPBP8,0.07510905647718372,387
CSRP2,0.07506259139754191,387
ARMCX5,0.0750292021001064,387
OSBPL6,0.07496642262687615,387
CD22,0.07495798848327663,387
HPS3,0.0748793938430444,387
NR2C2,0.07484456904183859,387
CRISPLD2,0.07471554263224787,387
IL7R,0.07466280313024833,387
HES4,0.07463381285965362,387
DCAF4,0.07460208170216476,387
KLRB1,0.07459145795580788,387
NAA80,0.07458831812024565,387
PCBD2,0.07453807353353963,387
DYSF,0.07437744047391306,387
RIN2,0.07429298170753662,387
RTP4,0.07426156053350223,387
OSBPL7,0.07423058351474865,387
EPS8,0.07413723606415079,387
UPRT,0.07404639865183638,387
GPSM1,0.07397745231259854,387
ZNF419,0.07382787009762679,387
RAB27B,0.07374629526370013,387
SPNS2,0.0737339682313363,387
IL3RA,0.07369583343463634,387
CHPF2,0.07368193730566613,387
PLBD2,0.0735257088205805,387
RHBDD1,0.07316924347798014,387
DCAF12,0.07289560834760268,387
TSPAN11,0.07286596260950512,387
TMEM125,0.07286046756859083,387
ZSCAN32,0.07280234106122588,387
ANAPC10,0.07280167064434259,387
RBP1,0.07277173855170335,387
UNC5B,0.07274599464152716,387
BST2,0.07266204344477216,387
BIN1,0.07265773064764422,387
ZMAT5,0.07253766318122767,387
AP1M1,0.07250953633419731,387
TUBB6,0.07220740289449885,387
SELENON,0.07201144437698208,387
ENPEP,0.07196354070224681,387
SEC14L1,0.07189141736396362,387
RESF1,0.07180756248197441,387
APOL1,0.07170440568926902,387
TRPT1,0.07157627205333543,387
KIFC1,0.07153736318919834,387
SPATA1,0.0714786051591243,387
CMPK2,0.0714538188525006,387
MMP9,0.07136450673463464,387
ABCC3,0.07116992049879409,387
NDC80,0.07113755602401377,387
RUNX1T1,0.07109982005131646,387
SLC40A1,0.0708730423015415,387
FXYD6,0.07084856234959684,387
FMNL1,0.07081272413069768,387
NR4A2,0.07066238665175568,387
DSC2,0.07062157217084444,387
KANK1,0.0706103074749761,387
SLC22A23,0.07060910936745105,387
MYO5B,0.07059088332270755,387
MYOF,0.07057677575203468,387
MMP11,0.07051813795442476,387
EMID1,0.07043909984800989,387
GRP,0.070252315119859,387
RMDN1,0.07020300719918406,387
ARMH4,0.07006389517064769,387
CCDC88A,0.07001497726475649,387
RGL3,0.06999351379338956,387
MAP3K9,0.069820761120239,387
FAM217B,0.06972929176974424,387
ATP7A,0.06970839456408587,387
NUF2,0.06958970376249145,387
HMGCS2,0.06953547290184739,387
GSTZ1,0.06951307177590074,387
OGFOD2,0.06943283613743415,387
CAVIN3,0.06940888800641348,387
ETFA,0.06940298804850856,387
IDI1,0.0692966488328515,387
DACT1,0.06919073091558699,387
SMIM19,0.06913512677223928,387
ZNF33A,0.0690666946379409,387
ILDR1,0.06886530423993853,387
ENTPD1,0.06881445418967488,387
APOL3,0.06875154334095776,387
RGS5,0.06850338625598387,387
UACA,0.06847509511308664,387
SUDS3,0.06843953563945118,387
APOLD1,0.06843893202015129,387
PTPRN,0.06788953366239985,387
COMMD10,0.0678202085645355,387
ENKD1,0.06778041331544496,387
GJA4,0.06764906371843901,387
CHMP6,0.0675862343764589,387
DOCK5,0.0675326127766799,387
SLPI,0.06747746423700272,387
C2CD4D,0.06728740117354906,387
KIAA1586,0.06727396479580364,387
C9orf72,0.06725237636457242,387
ADGRF5,0.0672415003033776,387
FOXC1,0.06706875315928844,387
XAF1,0.06694571883960436,387
GAS6,0.06680699813911653,387
SETD1B,0.06673817291509573,387
GPAT2,0.06663649834683551,387
SLC18B1,0.06649975279130119,387
BVES,0.06649731207363585,387
GEMIN7,0.0664887436655277,387
CTDP1,0.06634266389049086,387
NRARP,0.06618826769739204,387
C2CD4C,0.0661621797681387,387
CCDC93,0.06614304025170617,387
RAB26,0.06610244659700976,387
SLC8B1,0.06608465311779035,387
TPSAB1,0.06592182963967569,387
C2CD2,0.0655938641645706,387
DGCR6L,0.06537992740236072,387
SMC6,0.06531034669320968,387
IL32,0.06527726754292287,387
DCBLD2,0.06504452036821035,387
SECTM1,0.06475328829168875,387
TCIM,0.06449505986101968,387
SDC3,0.06446635109825254,387
RIOK3,0.06434695808467907,387
FAM20C,0.06434405950668243,387
DIAPH3,0.06428513534860172,387
SNX18,0.06426614970344584,387
FCGR3B,0.06426245770853276,387
PTPRU,0.06402921544602545,387
SESN3,0.0639292457426505,387
SOD2,0.06383914037243517,387
SAMD11,0.06376540618219136,387
ASAP1,0.06373848611517328,387
TYMS,0.06371411460826605,387
SPN,0.06369834015608417,387
SLA,0.06357667229676503,387
KCNK13,0.06327464940267491,387
NCAPD3,0.06326452184971862,387
RABGAP1L,0.06320105835090242,387
GLIS3,0.06317310370490042,387
LNP1,0.0629776278133631,387
ADAMTS9,0.06295461676937723,387
IL1R1,0.06293181243403381,387
EID3,0.06291626425238481,387
PHKA1,0.06288145877157147,387
LGALS3BP,0.06285808325259379,387
CPM,0.06276868229230252,387
RIDA,0.06276454336596805,387
COX10,0.06270130251991073,387
MTRES1,0.06262297637021241,387
OLR1,0.0625580584046808,387
XRCC2,0.06235741721507437,387
NSUN7,0.062346161912259425,387
AFF4,0.0623412672370719,387
TMEM47,0.0622492705883842,387
PMEPA1,0.062070714879486226,387
KCNJ8,0.062043893449059064,387
LZTS2,0.061953476508411306,387
UCK2,0.061714738815171824,387
CRMP1,0.061662912701323486,387
INPP5F,0.06154910055861131,387
MASTL,0.06153768627140021,387
ALS2CL,0.0614733114015163,387
MSR1,0.06103069438810474,387
TAF5L,0.06090352852538296,387
ZNF12,0.06083461424102128,387
DISC1,0.06075023410839859,387
CHAMP1,0.06072519681141026,387
C1QBP,0.06065462456410165,387
DHX35,0.060632670165798,387
LOXL3,0.06058999850322789,387
KIFC3,0.06045061312082003,387
LY6G5B,0.06041327050749128,387
AGO4,0.06039272433382484,387
TMEM37,0.06027797626915363,387
PAM,0.060145746267704685,387
SNX20,0.06000572175117123,387
INKA2,0.060002336863926135,387
CSF2RB,0.05984807417765555,387
NECTIN1,0.05978659067506178,387
KHDRBS3,0.059762266977384224,387
IFRD1,0.05974428060106423,387
SLC43A3,0.05966484414561807,387
ZNF836,0.05944180460960904,387
ATP2B4,0.059402201395078166,387
CBX5,0.05928651120983523,387
ADGRA2,0.05924388317029785,387
IL24,0.05901089490575074,387
MMP12,0.05898550958449265,387
GZMA,0.05894998279855413,387
TMEM128,0.05888405024923035,387
S100A6,0.058665941826628785,387
PAOX,0.0585280500559598,387
CDON,0.05825016273235039,387
TAF9B,0.05821422456490555,387
NKIRAS1,0.058164897512324495,387
KLC2,0.05813403523197058,387
ZNF518B,0.05802542218126097,387
ADAMTS12,0.05801902718665356,387
LRRC8A,0.057939635234675914,387
RIPOR3,0.057903910905461445,387
POLE,0.05785542695691054,387
C8orf76,0.05784802179309639,387
ZBTB46,0.05784388956217932,387
RPS6KA2,0.05775221267299644,387
GSDME,0.05772433684224883,387
EBAG9,0.05736790411868218,387
NOL12,0.05688926008260095,387
C1QTNF1,0.056817894913764655,387
NCOA5,0.05674489810485783,387
DHRSX,0.05674123894029911,387
P2RY6,0.056636401986087166,387
CEP63,0.056627982378770175,387
HOXA1,0.056609615028492294,387
POLR2F,0.05659665397222358,387
MAP1LC3B2,0.0565655263273071,387
ZCCHC24,0.05648693378693389,387
FAM161A,0.056376992704476075,387
ALDH3A1,0.05634713097563622,387
TNFAIP6,0.05625684353093497,387
PAPLN,0.05618029605174543,387
RNF170,0.05614638360757612,387
DECR1,0.055931501888874365,387
RASAL1,0.05585134130687794,387
DPY19L4,0.05570806683995702,387
KRT7,0.05569091983639465,387
TGM2,0.05556643145295693,387
MDFIC,0.05548531833534134,387
ART5,0.0554762236445602,387
TBX3,0.0554500668989137,387
USP43,0.05539686628805188,387
THAP11,0.055182524615724926,387
SCOC,0.05514220713031057,387
SENP1,0.055076988701925934,387
MREG,0.05500567923095915,387
DBNDD2,0.05486557624721017,387
C3orf52,0.05479595219630595,387
FAM89A,0.054680676403543904,387
CYTH3,0.05461319700361987,387
MGAT5,0.05454817319598766,387
PLCG2,0.054526120716578315,387
SPATA33,0.054500053238819436,387
ZNF692,0.05439345975565525,387
COPZ2,0.054335826236401596,387
CMBL,0.05418145629514003,387
CRTC3,0.054147428516020585,387
CCL18,0.05403848083095362,387
C9orf85,0.05392806475924529,387
TMPRSS3,0.053901839278346714,387
WDR91,0.0536720947568194,387
C8orf82,0.0536440409516911,387
YDJC,0.053601352066351984,387
PAPPA,0.05359124556685321,387
FAT4,0.05353363442212375,387
ITGAM,0.05343084312700136,387
B3GNT5,0.053379795437856745,387
PPP1R18,0.05335912427372448,387
APOBEC3A,0.05325499474452876,387
ZNF101,0.05290434987505954,387
GPX8,0.052885898657559785,387
TRIQK,0.052885478965518117,387
AGFG2,0.05280401768025699,387
ARVCF,0.05274494294775622,387
RGS1,0.052648908630864216,387
CLEC4A,0.052550028871954604,387
ETFDH,0.052513051137636,387
IL6,0.05246775570784713,387
AIG1,0.052356267946158865,387
SPA17,0.05208001378104342,387
KBTBD6,0.052044101906767885,387
VANGL2,0.05198592173879446,387
LXN,0.05196088404017916,387
SRCIN1,0.05181275655537044,387
COL17A1,0.05172481799487969,387
PRXL2C,0.051709559097668736,387
RBKS,0.051312673350625934,387
FOXS1,0.05118339804943851,387
PLPP1,0.0509981491923496,387
DDIT4,0.05072782134010807,387
HIC1,0.05069542079465078,387
TLR4,0.05067262687266468,387
PRKG1,0.050576831566706094,387
MBOAT1,0.05054001610903278,387
FIGNL1,0.050523039922094226,387
DNMT1,0.050454394973050556,387
LCMT2,0.05040523398777729,387
PIGZ,0.0503606681499755,387
THSD4,0.05034941605677302,387
TRAIP,0.05022100906967866,387
APOL2,0.05013525257446805,387
ACOX1,0.05010393864157966,387
NR3C2,0.05004784563956916,387
KRT16,0.0499658514367671,387
RBM12B,0.049955401468804915,387
FGR,0.0499383194528623,387
COQ3,0.04991534477605519,387
PCCB,0.049874372079598515,387
RARB,0.04975767750977771,387
GPR63,0.04968735761611794,387
PDZK1IP1,0.04965289785701175,387
CEP70,0.049598043463528925,387
TMC4,0.04956218474765649,387
SLC31A1,0.04927140498821334,387
BOLA2B,0.04911527691489561,387
TRAPPC3,0.04902730495065951,387
GP1BB,0.04896077189969899,387
ADAM8,0.04886149498023007,387
NT5DC3,0.048818525150753925,387
HSD17B2,0.048726603437049154,387
HOXC8,0.04871300869826953,387
COA5,0.048648349869350696,387
SLFN11,0.048587622603206905,387
ERVK3-1,0.04854139081148067,387
ZNF774,0.04837654035532087,387
CSGALNACT1,0.04833389623246582,387
TMEM249,0.04804284114698662,387
HOXA5,0.04783218652349432,387
FAM162A,0.04772946497274124,387
CRABP2,0.047712718323068275,387
SDHD,0.04762092347152611,387
SLC27A2,0.047526191163487524,387
ADNP2,0.0474599743302222,387
CCL3,0.047447749141154384,387
RND3,0.04733612392868141,387
FADD,0.04730869760295609,387
CENPS,0.0472910255728764,387
LYZ,0.04727315971106445,387
ANOS1,0.047245498840429175,387
BTNL9,0.04721738567670956,387
GMPR,0.04712584999044172,387
CBX4,0.04711463757391426,387
TMEM253,0.047063139918660575,387
GSTT2B,0.04704360914246066,387
PUS3,0.04697185923650414,387
INTS3,0.04692759760272258,387
COL4A1,0.04687295994637887,387
MARCO,0.046794514663564636,387
LONP1,0.046714227035870366,387
CCDC59,0.04648385252667293,387
C5AR1,0.04642533097558352,387
IL1RN,0.04641640182268582,387
ALKBH3,0.04638423533894289,387
PDGFB,0.046253270723209845,387
PRKCH,0.0461882377077236,387
HTRA3,0.046164457935775866,387
FRMD5,0.04607417430010613,387
BATF2,0.046065898632249344,387
TK1,0.04597418962585795,387
COL6A3,0.04592162663932399,387
TRAPPC4,0.045837480133049294,387
LIPG,0.045803671522953296,387
FOS,0.04567859842863582,387
ELP6,0.045678278808372795,387
RTL6,0.045377892292134014,387
ARHGAP26,0.04537642283834291,387
L1TD1,0.045369309929413945,387
PELI3,0.04534146885853083,387
UBN2,0.0452628499331476,387
RCC1,0.045046894804295086,387
CD300A,0.04502055381857701,387
SNED1,0.045002069285880436,387
CRPPA,0.044944879130274416,387
KPTN,0.04494227903493075,387
ACSBG1,0.044918163443771336,387
ACAA2,0.04480780177402972,387
F2R,0.04469136410108483,387
TMEM171,0.04467668738128399,387
TREM1,0.044647861712718236,387
LRRC61,0.04464071370902974,387
PRCC,0.04462089126062436,387
OLFML1,0.04461294581270757,387
ZBTB18,0.04456759150960695,387
HYAL2,0.04456490484624026,387
TNK1,0.04444727991500284,387
ITGB2,0.04435786877217587,387
ZFYVE27,0.04421547344919765,387
C4BPB,0.044148243291885644,387
AP4E1,0.04414198215114834,387
THUMPD3,0.04401383554808912,387
ZMIZ1,0.04390370635673005,387
RAB38,0.043796743173648046,387
GSAP,0.043766980416269335,387
FRZB,0.04371193424535684,387
ANKMY1,0.04365052773485164,387
RAC2,0.04353721875945035,387
FYN,0.043475008801355845,387
TPRKB,0.04345229064106512,387
AGO3,0.04343271709879201,387
R3HCC1L,0.04340989699983566,387
RNASE6,0.043396200094717584,387
SNCA,0.04335174424456732,387
SC5D,0.04332490985237554,387
TAP2,0.043308408905836177,387
RNF144A,0.043216837386037064,387
GABARAPL1,0.04319634120750459,387
PODN,0.043122671963801394,387
FBXO32,0.04312226119607561,387
ADGRL4,0.04309279348038082,387
SLC45A4,0.04307063888728604,387
ZFP62,0.043048771197876104,387
APOL6,0.04292114256396747,387
PIGP,0.04289937509205503,387
PLA2G4A,0.042833823489594594,387
SDS,0.04274358744491464,387
NECTIN3,0.04272187787214328,387
PLEKHG1,0.042686010261635314,387
TWSG1,0.04264569077454753,387
OLFML2B,0.04262271707423801,387
NYNRIN,0.0425351313427284,387
TNFRSF21,0.04247779363233507,387
TRMT2B,0.042335549596839335,387
PSMG1,0.04230787026005671,387
GOLGA8O,0.042305128373940015,387
SNAI2,0.04229633619217737,387
EPB41L1,0.04218655099990261,387
LAMA2,0.042068610568127295,387
RIPK2,0.04187574855661981,387
SOCS3,0.041701645130353286,387
MED11,0.041679976392685156,387
CALHM5,0.04163679677149952,387
PPA2,0.041588444022047276,387
CERS2,0.041565235229943,387
SDCBP2,0.041478742428032775,387
SMIM7,0.041364003256217564,387
BARD1,0.04132682010509807,387
ANP32E,0.04129193737957125,387
ZNF708,0.04127453426793602,387
LCP2,0.04120348389393096,387
CD79B,0.041083799715055144,387
EGLN3,0.041079404997087995,387
IFI27L2,0.0410175896782498,387
TNFRSF18,0.04101645785631408,387
GJB4,0.04090755457149892,387
SETBP1,0.04085839605279409,387
OLFM4,0.04084591202745012,387
SCAMP5,0.04082019610600084,387
TSHZ2,0.04081256569858549,387
FAM229B,0.04073124340753151,387
PTN,0.040569690452000665,387
RGS18,0.04041816948181703,387
PEX19,0.040363626823318934,387
S100A8,0.04029539610425618,387
IFT22,0.04027052440087381,387
POC1B,0.04008785661503122,387
PSMG3,0.04004069741816603,387
IER3IP1,0.03978722511559573,387
AMN,0.039778503222536364,387
SH3BP5L,0.039612775207358945,387
PLEK,0.03957304435054975,387
TTLL3,0.039428319465871185,387
SULT1C2,0.03925789892983891,387
IL17B,0.03921730539459141,387
CISD1,0.039102478058869114,387
PLCH1,0.03896533447323567,387
DUSP16,0.038946608806873534,387
EMILIN2,0.0388360041436189,387
DNAJC12,0.03868039884792355,387
JAG1,0.03863002747902842,387
FJX1,0.03860424037655495,387
FCMR,0.03856958345184159,387
HSPB8,0.038536778781602436,387
PI4K2A,0.038500341682689655,387
CLIC3,0.038462321880352125,387
CCDC51,0.03839602680658133,387
PKD2,0.03834896568588065,387
GLI1,0.038338601345203116,387
DDX27,0.03828862167129707,387
LSM10,0.03816992636191266,387
PPP1R1B,0.03792269141496438,387
NARS2,0.037709587930170006,387
SPATA12,0.03757170280663375,387
CDH1,0.037566006889289905,387
CHD9,0.03746565716601456,387
PDGFC,0.0373593965614456,387
SIM2,0.03734211689193961,387
VIPAS39,0.03731768527700678,387
ADAMTS5,0.03719895836086177,387
ADAM22,0.03700319270619027,387
DALRD3,0.037000482349295115,387
TRAFD1,0.036897835104271755,387
EPDR1,0.03688968760760901,387
MFNG,0.036876870993586205,387
BAIAP2L2,0.036819332507496236,387
NOX1,0.03677651689721325,387
TRIM29,0.03664267782411412,387
NDC1,0.03655228277447807,387
HMMR,0.03649402789361387,387
ATP6V0E2,0.03646346434543221,387
TFEC,0.036392546053573144,387
G0S2,0.03627128363657342,387
HGD,0.03620882627721642,387
BTN3A3,0.03605529070052148,387
CEP83,0.0357401804265705,387
NAPG,0.03544772035165997,387
HOXA7,0.035427448066326535,387
GPATCH1,0.035411913318218885,387
MCAM,0.035407866717221494,387
COX6B2,0.03538616657427191,387
TCOF1,0.035368948614173744,387
CMTM3,0.035245777378509535,387
RRP9,0.03524274134863915,387
SSTR1,0.03522965575633929,387
ZFYVE28,0.035152745298458646,387
BFAR,0.03500100771862945,387
SLC6A20,0.03497778278325084,387
AGPAT4,0.034961512227130474,387
NPTXR,0.034951892813739546,387
MNX1,0.03478915932215139,387
PCP4,0.03476305331258501,387
